Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT (min),Avg_CTAT (min),Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Trip_Distance,Ride_Fare,Payment_Method,Driver_ID,Customer_Rating,Driver_Rating
26-08-2026,00:40,BKG1000149,Completed,CUST109293,eBike,Banashankari,Jayanagar,15,11,No,N/A,No,N/A,8.6,847.31,UPI,DRV10913,3.3,3.1
02-08-2026,01:47,BKG1000150,Completed,CUST122796,Prime Sedan,MG Road,Nagawara,19,30,No,N/A,No,N/A,27.5,700.18,UPI,DRV13218,3.4,4
27-08-2026,22:48,BKG1000151,Completed,CUST117632,Auto,Cooke Town,Jayanagar,20,7,No,N/A,No,N/A,16,727.4,UPI,DRV17328,4.1,4.2
09-08-2026,22:28,BKG1000152,Completed,CUST115528,Mini,Cunningham Road,BTM 2nd Stage,3,24,No,N/A,No,N/A,4.7,54.22,UPI,DRV10813,3.1,3.7
29-08-2026,02:23,BKG1000153,Completed,CUST113253,Prime Sedan,Malleshwaram,Hebbal,6,22,No,N/A,No,N/A,2.3,898.96,UPI,DRV14522,4.7,3.9
10-08-2026,09:40,BKG1000154,Completed,CUST124972,Mini,Majestic,HSR Layout,9,12,No,N/A,No,N/A,9.3,249.01,UPI,DRV16108,3.7,3.6
14-08-2026,06:04,BKG1000155,Completed,CUST120374,Auto,Thanisandra,HSR Layout,13,13,No,N/A,No,N/A,1.6,691.24,Cash,DRV16224,4.2,3.3
21-08-2026,10:33,BKG1000156,Cancelled by Customer,CUST122666,Mini,Domlur,HSR Sector 2,11,21,Yes,Change of plans,No,N/A,26,983.54,Cash,DRV16887,3.9,4.5
04-08-2026,14:10,BKG1000157,Completed,CUST111111,Prime Sedan,Shivajinagar,Hoodi,7,3,No,N/A,No,N/A,5.1,663.51,UPI,DRV11518,3.1,3.9
18-08-2026,09:11,BKG1000158,Completed,CUST115662,Mini,Thanisandra,Kengeri,3,3,No,N/A,No,N/A,2.4,288.11,UPI,DRV10866,3.2,4.9
16-08-2026,19:52,BKG1000159,Completed,CUST120391,Auto,HSR Layout,Basavanagudi,7,15,No,N/A,No,N/A,18.2,706.1,UPI,DRV12749,3.8,3.5
25-08-2026,01:27,BKG1000160,Completed,CUST105921,Prime SUV,Sadashivanagar,BTM 2nd Stage,6,21,No,N/A,No,N/A,1.9,890.21,Cash,DRV13594,4.1,3
31-08-2026,14:33,BKG1000161,Completed,CUST102845,Prime Sedan,Majestic,Devanahalli,11,21,No,N/A,No,N/A,20.4,112.29,Card,DRV10035,4.8,3.9
21-08-2026,17:06,BKG1000162,Completed,CUST102028,Mini,Bellandur,Sadashivanagar,9,26,No,N/A,No,N/A,12.9,351.33,UPI,DRV10465,3.1,3.6
13-08-2026,13:16,BKG1000163,Completed,CUST120360,Auto,Brookefield,Domlur,17,23,No,N/A,No,N/A,2.2,804.35,Cash,DRV17292,4.2,4.9
13-08-2026,15:27,BKG1000164,Completed,CUST114852,Mini,Sanjay Nagar,BTM Layout,17,24,No,N/A,No,N/A,25.2,286.54,Cash,DRV16756,4,3.7
13-08-2026,14:54,BKG1000165,Cancelled by Customer,CUST124062,Auto,Shivajinagar,Devanahalli,6,12,Yes,AC is Not working (Only for 4 wheelers),No,N/A,26.2,459.79,Card,DRV17246,4.8,3.9
26-08-2026,03:26,BKG1000166,Completed,CUST124946,Mini,Cooke Town,Shivajinagar,14,3,No,N/A,No,N/A,5.2,1091.77,Wallet,DRV12634,4.7,4.2
10-08-2026,18:37,BKG1000167,Completed,CUST104224,Mini,Frazer Town,Sadashivanagar,6,28,No,N/A,No,N/A,22.9,114.44,UPI,DRV17654,3.7,3.7
06-08-2026,06:41,BKG1000168,Completed,CUST110523,eBike,Banashankari,Electronic City,3,10,No,N/A,No,N/A,22.5,186.11,UPI,DRV12139,3.7,5
11-08-2026,04:11,BKG1000169,Completed,CUST114588,Mini,JP Nagar,MG Road,3,22,No,N/A,No,N/A,28.6,521.04,Cash,DRV12838,5,3.9
01-08-2026,13:16,BKG1000170,Cancelled by Customer,CUST118695,Prime Sedan,Yeshwanthpur,RT Nagar,6,4,Yes,Wrong Address,No,N/A,20.6,950.93,UPI,DRV17587,3.7,3.1
04-08-2026,15:31,BKG1000171,Completed,CUST121090,Bike,Majestic,Bommanahalli,4,5,No,N/A,No,N/A,24.9,532.87,Cash,DRV10500,4.2,3.7
03-08-2026,09:23,BKG1000172,Completed,CUST123239,Prime Sedan,Shivajinagar,Ulsoor,12,15,No,N/A,No,N/A,3.6,184.8,UPI,DRV11944,3.3,3.8
24-08-2026,01:48,BKG1000173,No Driver Found,CUST118981,Mini,Sanjay Nagar,Sadashivanagar,16,22,No,N/A,No,N/A,4.9,891.21,Card,DRV16645,3.8,4
23-08-2026,23:24,BKG1000174,Completed,CUST124709,Prime Sedan,CV Raman Nagar,Richmond Road,4,28,No,N/A,No,N/A,26.6,631.09,UPI,DRV12108,4.4,4.1
22-08-2026,19:26,BKG1000175,Completed,CUST101455,Mini,HSR Sector 2,Lalbagh,16,17,No,N/A,No,N/A,24.3,915.99,UPI,DRV17372,3.2,3.3
15-08-2026,11:10,BKG1000176,Completed,CUST108276,Mini,Whitefield,Kalyan Nagar,9,9,No,N/A,No,N/A,12.8,698.74,UPI,DRV15555,4.6,4.6
23-08-2026,08:42,BKG1000177,Completed,CUST120578,Prime Sedan,Marathahalli,Hebbal,11,8,No,N/A,No,N/A,29,1065.95,Cash,DRV15710,4,4.2
05-08-2026,21:43,BKG1000178,Completed,CUST102401,Auto,Koramangala,Hebbal,3,25,No,N/A,No,N/A,1.1,899.19,UPI,DRV17408,3.4,4.1
28-08-2026,08:27,BKG1000179,Completed,CUST113358,eBike,Sanjay Nagar,Ulsoor,19,13,No,N/A,No,N/A,13.3,60.14,UPI,DRV10789,3.8,3.6
16-08-2026,04:40,BKG1000180,Completed,CUST106095,Mini,Kadugodi,Hoodi,13,26,No,N/A,No,N/A,29.5,413.92,UPI,DRV14281,3.7,4.8
30-08-2026,06:58,BKG1000181,Cancelled by Customer,CUST116846,Prime Plus,BTM 2nd Stage,BTM Layout,3,13,Yes,AC is Not working (Only for 4 wheelers),No,N/A,8.7,420.51,Card,DRV14931,4.5,4.2
05-08-2026,13:24,BKG1000182,Completed,CUST116203,Prime Sedan,Kengeri,RT Nagar,2,11,No,N/A,No,N/A,12.4,388.17,UPI,DRV10541,4.7,4.7
16-08-2026,17:01,BKG1000183,Completed,CUST103240,Mini,Richmond Road,Frazer Town,11,24,No,N/A,No,N/A,15,138.27,UPI,DRV17154,3.3,4.7
22-08-2026,07:09,BKG1000184,Completed,CUST101775,Mini,Malleshwaram,Nagawara,9,28,No,N/A,No,N/A,11.9,873.16,Cash,DRV15341,4.6,4.5
16-08-2026,04:38,BKG1000185,Completed,CUST113817,Mini,BTM Layout,Cooke Town,19,18,No,N/A,No,N/A,12.2,494.14,UPI,DRV10280,4.3,3.1
14-08-2026,22:47,BKG1000186,Completed,CUST102653,Auto,HSR Layout,Ulsoor,20,20,No,N/A,No,N/A,17.2,365.77,Cash,DRV13836,4.4,4.7
06-08-2026,02:32,BKG1000187,Completed,CUST122100,Prime SUV,BTM Layout,Banashankari,11,8,No,N/A,No,N/A,9.1,1156.99,Card,DRV11543,3.8,3.9
12-08-2026,13:41,BKG1000188,No Driver Found,CUST119270,Mini,BTM Layout,Varthur,3,22,No,N/A,No,N/A,18.6,291.88,Card,DRV16047,4.9,4.7
08-08-2026,04:00,BKG1000189,Completed,CUST118801,Bike,Sarjapur,Indiranagar,13,6,No,N/A,No,N/A,18.1,1023.75,UPI,DRV17801,3.4,4.9
10-08-2026,15:39,BKG1000190,Completed,CUST101291,Prime SUV,Kengeri,Malleshwaram,17,13,No,N/A,No,N/A,12.2,315.16,UPI,DRV13033,4.2,4.7
22-08-2026,09:38,BKG1000191,Completed,CUST111061,Prime Sedan,Ulsoor,Frazer Town,8,28,No,N/A,No,N/A,24.6,991.18,UPI,DRV15063,4.8,3.9
20-08-2026,01:56,BKG1000192,Cancelled by Customer,CUST101048,Auto,Sarjapur,Whitefield,11,24,Yes,AC is Not working (Only for 4 wheelers),No,N/A,6.3,282.03,Card,DRV17271,3.7,3.9
19-08-2026,04:23,BKG1000193,Completed,CUST103825,Auto,JP Nagar,Marathahalli,17,26,No,N/A,No,N/A,13.5,94.98,Card,DRV10016,3.5,5
12-08-2026,11:48,BKG1000194,Completed,CUST109998,Mini,Lalbagh,Richmond Road,18,16,No,N/A,No,N/A,19.3,430.61,Cash,DRV14600,4.7,4.6
30-08-2026,03:14,BKG1000195,Completed,CUST118264,Mini,Shivajinagar,Shanti Nagar,10,4,No,N/A,No,N/A,16.4,212.52,Cash,DRV16949,3.7,3.5
03-08-2026,13:53,BKG1000196,Completed,CUST101151,Prime Plus,Sanjay Nagar,Bellandur,17,11,No,N/A,No,N/A,24.6,321.51,Card,DRV16380,3.2,3.3
11-08-2026,19:33,BKG1000197,Completed,CUST121405,Auto,Yeshwanthpur,Kengeri,4,24,No,N/A,No,N/A,24.9,751.17,UPI,DRV11362,5,4.7
04-08-2026,06:45,BKG1000198,Completed,CUST122251,eBike,Varthur,Yeshwanthpur,8,11,No,N/A,No,N/A,16.9,844.42,UPI,DRV12560,4.3,3.7
11-08-2026,22:31,BKG1000199,Cancelled by Driver,CUST122191,eBike,BTM 2nd Stage,Varthur,12,9,No,N/A,Yes,Vehicle breakdown,7.4,455.53,UPI,DRV15546,5,3.8
30-08-2026,17:44,BKG1000200,Completed,CUST124643,Prime Sedan,Sanjay Nagar,RT Nagar,11,22,No,N/A,No,N/A,19.6,1170.35,UPI,DRV17082,4,3.2
